OMB Control No,Agency/Sub,Title,Request Type,Date Received,Concluded Date,Conclusion Action,Current Expiration Date,No. of ICs,No. of Forms,AdminYear,Web_ICR Ref. No.,Web_Request Type,Web_Date Received By OIRA,Web_Conclusion Date,Web_Conclusion Action,Request Year
1902-0321,FERC,"FERC-725(1B), Final Rule in RM22-3, Procedures for Electric Reliability Standards",New collection (Request for a new OMB Control Number),4/18/2023 0:00,12/15/2023 0:00,Approved without change,8/31/2025 0:00,1,0,2025,202302-1902-002,Discontinue,4/2/2025,8/22/2025,Approved,2025
1902-0324,FERC,RD22-2 (DLO) Mandatory Reliability Standards for the Bulk-Power System TOP-001-6,New collection (Request for a new OMB Control Number),1/11/2023 0:00,5/24/2023 0:00,Approved without change,8/31/2025 0:00,2,0,2025,202212-1902-010,Discontinue,5/13/2025,8/22/2025,Approved,2025
1902-0330,FERC,"FERC-725B4, Mandatory Reliability Standards: Critical Infrastructure Reliability Standards CIP-004-7 and CIP-011-3 (RD21-6-000)",New collection (Request for a new OMB Control Number),7/13/2022 0:00,12/6/2023 0:00,Approved without change,5/31/2025 0:00,2,0,2025,202112-1902-001,Discontinue,5/6/2025,5/12/2025,Approved,2025
1902-0331,FERC,"RD23-3 (CLO) FERC-725B(5), (Mandatory Reliability Standards, Critical Infrastructure Protection (CIP-003-9)",New collection (Request for a new OMB Control Number),6/13/2023 0:00,12/18/2023 0:00,Approved without change,5/31/2025 0:00,2,0,2025,202305-1902-002,Discontinue,5/6/2025,5/12/2025,Approved,2025
1910-5194,DOE/DOEOA,Certification of Vaccination,New collection (Request for a new OMB Control Number),12/28/2021 0:00,1/14/2022 0:00,Approved without change,3/31/2025 0:00,1,2,2025,202112-1910-002,Discontinue,3/13/2025,3/14/2025,Approved,2025
1910-5200,DOE/DOEOA,Puerto Rico Energy Resiliency Fund,Revision of a currently approved collection,10/28/2024 0:00,12/3/2024 0:00,Approved without change,6/30/2025 0:00,2,4,2025,202410-1910-002,Discontinue,6/23/2025,6/23/2025,Approved,2025
2040-0294,EPA/OW,National Study of Nutrient Removal and Secondary Technologies: POTW Screener Questionnaire (Renewal),Extension without change of a currently approved collection,7/30/2021 0:00,2/23/2022 0:00,Approved with change,3/31/2025 0:00,1,1,2025,202107-2040-001,Discontinue,2/28/2025,3/5/2025,Approved,2025
2060-0724,EPA/OAR,"NESHAP for Asphalt Processing and Asphalt Roofing Manufacturing (40 CFR Part 63, Subpart LLLLL) (Final Rule)",New collection (Request for a new OMB Control Number),3/12/2020 0:00,2/23/2022 0:00,Approved without change,8/31/2025 0:00,1,0,2025,202003-2060-008,Discontinue,2/28/2025,8/22/2025,Approved,2025
2070-0188,EPA/OCSPP,Pesticide Environmental Stewardship Program Annual Measures Reporting (Renewal),Extension without change of a currently approved collection,10/29/2021 0:00,7/14/2022 0:00,Approved without change,7/31/2025 0:00,2,3,2025,202108-2070-003,Discontinue,7/17/2025,7/30/2025,Approved,2025
2070-0196,EPA/OCSPP,Certification of Pesticide Applicators (Renewal),Extension without change of a currently approved collection,2/25/2022 0:00,7/19/2022 0:00,Approved without change,7/31/2025 0:00,7,0,2025,202202-2070-004,Discontinue,6/24/2025,6/25/2025,Approved,2025
2070-0199,EPA/OCSPP,Assessment of Environmental Performance Standards and Ecolabels for Federal Procurement (Reinstatment),Reinstatement without change of a previously approved collection,8/12/2022 0:00,9/27/2022 0:00,Approved without change,9/30/2025 0:00,1,1,2025,202208-2070-005,Discontinue,7/17/2025,7/30/2025,Approved,2025
2070-0206,EPA/OCSPP,Addition of Natural Gas Processing Facilities to the Toxics Release Inventory (TRI) (Final Rule),New collection (Request for a new OMB Control Number),12/22/2021 0:00,12/28/2021 0:00,Approved without change,1/31/2025 0:00,1,2,2025,202112-2070-001,Discontinue,12/30/2024,1/2/2025,Approved,2024
2070-0216,EPA/OCSPP,Parent Company Definition for TRI Reporting (Final Rule),New collection (Request for a new OMB Control Number),10/21/2022 0:00,12/29/2022 0:00,Approved without change,12/31/2025 0:00,2,3,2025,202210-2070-001,Discontinue,11/4/2025,12/19/2025,Approved,2025
2090-0036,EPA/AdmO,EJ Grantmaking Program: Applications for Subawards September Launch (Emergency),New collection (Request for a new OMB Control Number),8/28/2024 0:00,9/27/2024 0:00,Approved with change,5/31/2025 0:00,1,5,2025,202408-2090-002,Discontinue,3/31/2025,5/6/2025,Approved,2025
2105-0520,DOT/OST,"“Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards”",Revision of a currently approved collection,7/12/2022 0:00,9/6/2022 0:00,Approved without change,7/31/2025 0:00,1,4,2025,202206-2105-003,Discontinue,6/6/2025,6/10/2025,Approved,2025
2105-0585,DOT/OST,DOT DBE Program,New collection (Request for a new OMB Control Number),3/10/2022 0:00,11/8/2022 0:00,Approved without change,12/31/2025 0:00,18,0,2025,202203-2105-001,Discontinue,11/18/2025,12/12/2025,Approved,2025
2106-0048,DOT/OSTA,Aviation Manufacturing Jobs Protection,Reinstatement with change of a previously approved collection,1/13/2022 0:00,4/5/2022 0:00,Approved without change,6/30/2025 0:00,9,7,2025,202112-2106-001,Discontinue,4/22/2025,6/10/2025,Approved,2025
2120-0605,DOT/FAA,QSA Customer Feedback Report,Extension without change of a currently approved collection,11/22/2022 0:00,12/27/2022 0:00,Approved without change,12/31/2025 0:00,1,1,2025,202203-2120-001,Discontinue,12/4/2025,12/5/2025,Approved,2025
2120-0730,DOT/FAA,Special Light-Sport Aircraft Safety Directive Recordkeeping,Revision of a currently approved collection,3/20/2023 0:00,6/22/2023 0:00,Approved with change,12/31/2025 0:00,1,0,2025,202212-2120-005,Discontinue,12/4/2025,12/5/2025,Approved,2025
2120-0795,DOT/FAA,Formal Complaints Collection,Existing collection in use without an OMB Control Number,1/13/2022 0:00,2/14/2022 0:00,Approved without change,3/31/2025 0:00,2,0,2025,202108-2120-003,Discontinue,2/28/2025,3/10/2025,Approved,2025
2120-0807,DOT/FAA,Airport Concession Disadvantaged Business Enterprise (ACDBE) Program,Existing collection in use without an OMB Control Number,7/25/2022 0:00,7/26/2022 0:00,Approved without change,7/31/2025 0:00,7,0,2025,202206-2120-010,Discontinue,5/28/2025,6/26/2025,Approved,2025
2125-0614,DOT/FHWA,Congestion Mitigation and Air Quality Improvement Program,Extension without change of a currently approved collection,2/22/2022 0:00,4/6/2022 0:00,Approved without change,5/31/2025 0:00,1,0,2025,202506-2125-001,Reinstatement without change of a previously approved collection,6/16/2025,7/23/2025,Approved with change,2025
2126-0078,DOT/FMCSA,Effectiveness of Third-Party Testing and Minimum Standards for Commercial Driver’s License (CDL) Knowledge and Skills Tests,New collection (Request for a new OMB Control Number),4/25/2023 0:00,8/27/2023 0:00,Approved with change,12/31/2025 0:00,4,0,2025,202304-2126-004,Discontinue,11/17/2025,12/5/2025,Approved,2025
2127-0542,DOT/NHTSA,"49 CFR Part 543, Petitions for Exemption from the Vehicle Theft Prevention Standard",Reinstatement without change of a previously approved collection,3/17/2022 0:00,6/13/2022 0:00,Approved without change,6/30/2025 0:00,1,0,2025,202112-2127-002,Discontinue,6/30/2025,6/30/2025,Approved,2025
2127-0629,DOT/NHTSA,Vehicle Information for the General Public,Reinstatement with change of a previously approved collection,11/29/2021 0:00,4/13/2022 0:00,Approved with change,5/31/2025 0:00,1,1,2025,202506-2127-006,Reinstatement with change of a previously approved collection,7/15/2025,8/18/2025,Approved without change,2025
2127-0727,DOT/NHTSA,Countermeasures That Work,Reinstatement with change of a previously approved collection,7/11/2022 0:00,4/17/2023 0:00,Approved with change,3/3/2025 0:00,2,2,2025,202206-2127-004,Discontinue,2/26/2025,3/3/2025,Approved,2025
2127-0731,DOT/NHTSA,Older Driver Rearview Video Systems,Reinstatement without change of a previously approved collection,4/11/2023 0:00,11/30/2023 0:00,Approved without change,3/3/2025 0:00,2,4,2025,202303-2127-002,Discontinue,2/26/2025,3/3/2025,Approved,2025
2127-0734,DOT/NHTSA,Driver Alcohol Detection System for Safety Field Operational Test (DADSS-FOT),No material or nonsubstantive change to a currently approved collection,3/13/2025 0:00,3/13/2025 0:00,Approved without change,9/30/2025 0:00,4,3,2025,202503-2127-001,Discontinue,8/25/2025,9/10/2025,Approved,2025
2127-0757,DOT/NHTSA,Fatal Crash Seat Belt Use Reporting and Awareness,New collection (Request for a new OMB Control Number),4/4/2022 0:00,8/18/2022 0:00,Approved without change,3/3/2025 0:00,4,3,2025,202202-2127-003,Discontinue,2/26/2025,3/3/2025,Approved,2025
2127-0759,DOT/NHTSA,Model Minimum Uniform Crash Criteria,New collection (Request for a new OMB Control Number),8/30/2022 0:00,1/31/2023 0:00,Approved with change,3/31/2025 0:00,2,2,2025,202208-2127-002,Discontinue,3/24/2025,3/24/2025,Approved,2025
2127-0761,DOT/NHTSA,Survey on Driver Awareness of Motorcycles,New collection (Request for a new OMB Control Number),6/28/2022 0:00,4/17/2023 0:00,Approved with change,3/3/2025 0:00,6,1,2025,202206-2127-003,Discontinue,2/26/2025,3/3/2025,Approved,2025
2127-0764,DOT/NHTSA,Child Passenger Safety Perceptions and Practice in Ridesharing and Autonomous Vehicles,New collection (Request for a new OMB Control Number),1/3/2023 0:00,8/24/2023 0:00,Approved with change,3/3/2025 0:00,3,3,2025,202212-2127-005,Discontinue,2/26/2025,3/3/2025,Approved,2025
2127-0765,DOT/NHTSA,FMVSS Considerations for Vehicles with Automated Driving Systems: Seating Preference Study,New collection (Request for a new OMB Control Number),3/30/2023 0:00,9/29/2023 0:00,Approved with change,1/31/2025 0:00,5,3,2025,202209-2127-004,Discontinue,1/16/2025,1/17/2025,Approved,2025
2127-0766,DOT/NHTSA,Alcohol-Impaired Driving Segmentation Study,New collection (Request for a new OMB Control Number),10/23/2023 0:00,1/30/2024 0:00,Approved with change,3/3/2025 0:00,1,5,2025,202309-2127-002,Discontinue,2/26/2025,3/3/2025,Approved,2025
2130-0641,DOT/FRA,Uniform Report of Small Business (SB) Commitments/Awards and Payments,New collection (Request for a new OMB Control Number),10/18/2024 0:00,12/23/2024 0:00,Approved with change,3/3/2025 0:00,1,1,2025,202407-2130-001,Discontinue,2/26/2025,3/3/2025,Approved,2025
2132-0542,DOT/FTA,Nondiscrimination as it Applies to FTA Grant Programs,Revision of a currently approved collection,2/22/2022 0:00,6/23/2022 0:00,Approved without change,7/31/2025 0:00,1,0,2025,202202-2132-002,Discontinue,4/23/2025,7/2/2025,Approved,2025
2132-0563,DOT/FTA,Job Access and Reverse Commute Program (JARC),Revision of a currently approved collection,2/22/2022 0:00,6/23/2022 0:00,Approved without change,7/31/2025 0:00,1,0,2025,202202-2132-001,Discontinue,6/26/2025,7/2/2025,Approved,2025
2132-0574,DOT/FTA,49 U.S.C. Section 5320 Paul S. Sarbanes Transit in Parks Program,Revision of a currently approved collection,12/29/2021 0:00,4/28/2022 0:00,Approved without change,7/31/2025 0:00,1,0,2025,202112-2132-001,Discontinue,4/23/2025,7/2/2025,Approved,2025
2132-0581,DOT/FTA,Transit COVID-19 Response Program,Extension without change of a currently approved collection,9/27/2021 0:00,12/7/2021 0:00,Approved without change,3/3/2025 0:00,4,0,2025,202108-2132-001,Discontinue,2/26/2025,3/3/2025,Approved,2025
2137-0642,DOT/PHMSA,Voluntary Adoption of American Petroleum Institute Recommended Practice 1173 for Gas Distribution Systems,New collection (Request for a new OMB Control Number),4/13/2023 0:00,6/28/2023 0:00,Approved without change,12/31/2025 0:00,1,1,2025,202304-2137-003,Discontinue,8/25/2025,12/3/2025,Approved,2025
2501-0035,HUD/HUDSEC,Promise Zone Reporting Tools,Reinstatement with change of a previously approved collection,2/11/2022 0:00,3/18/2022 0:00,Approved without change,3/31/2025 0:00,4,6,2025,202202-2501-002,Discontinue,2/27/2025,2/27/2025,Approved,2025
2528-0328,HUD/PD&R,Evaluation of Cohort 1 of the Moving to Work Demonstration Program Expansion,No material or nonsubstantive change to a currently approved collection,11/18/2024 0:00,12/20/2024 0:00,Approved without change,3/31/2025 0:00,3,0,2025,202411-2528-001,Discontinue,2/27/2025,3/3/2025,Approved,2025
2528-0335,HUD/PD&R,Evaluation of the Older Adults Home Modification Grant Program,No material or nonsubstantive change to a currently approved collection,12/4/2024 0:00,12/20/2024 0:00,Approved with change,3/31/2025 0:00,14,0,2025,202411-2528-002,Discontinue,2/27/2025,3/3/2025,Approved,2025
2528-0341,HUD/PD&R,Evaluation of the Eviction Protection Grant Program,New collection (Request for a new OMB Control Number),7/12/2023 0:00,8/31/2023 0:00,Approved without change,3/31/2025 0:00,6,0,2025,202307-2528-001,Discontinue,2/27/2025,2/28/2025,Approved,2025
2528-0342,HUD/PD&R,"Evaluation of Public Housing Agencies (PHA) Coronavirus Aid, Relief, and Economic Security (CARES) Act Waivers: PHA Interviews Data Collection",New collection (Request for a new OMB Control Number),6/21/2023 0:00,9/8/2023 0:00,Approved without change,2/28/2025 0:00,4,0,2025,202306-2528-001,Discontinue,2/27/2025,2/28/2025,Approved,2025
2528-0343,HUD/PD&R,Capital Needs Assessment of Public Housing,New collection (Request for a new OMB Control Number),4/14/2023 0:00,9/27/2023 0:00,Approved with change,3/31/2025 0:00,2,0,2025,202207-2528-004,Discontinue,2/27/2025,3/3/2025,Approved,2025
2528-0347,HUD/PD&R,Study of Child Care in Public Housing:PHA and ECE Center Interviews Data Collection,New collection (Request for a new OMB Control Number),9/29/2023 0:00,1/29/2024 0:00,Approved without change,2/28/2025 0:00,7,0,2025,202309-2528-002,Discontinue,2/27/2025,2/28/2025,Approved,2025
2528-0352,HUD/PD&R,Relocation Options Study,New collection (Request for a new OMB Control Number),9/4/2024 0:00,10/8/2024 0:00,Approved without change,7/3/2025 0:00,6,0,2025,202409-2528-001,Discontinue,6/10/2025,7/3/2025,Approved,2025
2577-0291,HUD/PIH,ONAP Training and Technical Assistance Evaluation Form,Revision of a currently approved collection,11/30/2022 0:00,1/6/2023 0:00,Approved without change,7/31/2025 0:00,1,1,2025,202211-2577-003,Discontinue,6/18/2025,7/18/2025,Approved,2025
2577-0299,HUD/PIH,Emergency Public Housing Grants Support for Payment Voucher,Revision of a currently approved collection,6/30/2022 0:00,1/23/2023 0:00,Approved without change,9/30/2025 0:00,1,1,2025,202206-2577-005,Discontinue,8/8/2025,9/29/2025,Approved,2025
2590-0014,FHFA,Minority and Women Inclusion,Revision of a currently approved collection,10/5/2021 0:00,3/18/2022 0:00,Approved without change,3/31/2025 0:00,1,0,2025,202110-2590-001,Discontinue,3/28/2025,3/28/2025,Approved,2025
2700-0190,NASA,"Remote Psychoacoustic Test for Urban Air Mobility (UAM) Vehicle Noise Human Response, Phase 1",New collection (Request for a new OMB Control Number),7/12/2022 0:00,9/7/2022 0:00,Approved without change,8/31/2025 0:00,1,0,2025,202207-2700-002,Discontinue,8/8/2025,8/13/2025,Approved,2025
2700-0191,NASA,X-59 Quiet SuperSonic Community Response Survey Preparation,New collection (Request for a new OMB Control Number),7/11/2022 0:00,9/8/2022 0:00,Approved without change,9/30/2025 0:00,1,0,2025,202207-2700-001,Discontinue,9/2/2025,9/2/2025,Approved,2025
2700-0192,NASA,NASA International Space Apps Challenge Navigator and Collaborator Application,Existing collection in use without an OMB Control Number,4/21/2023 0:00,6/1/2023 0:00,Approved without change,9/30/2025 0:00,1,0,2025,202304-2700-002,Discontinue,9/30/2025,9/30/2025,Approved,2025
2900-0128,VA,Notice of Lapse & Application for Reinstatement (VA Forms 29-389 & 29-389-1),Extension without change of a currently approved collection,6/27/2022 0:00,7/29/2022 0:00,Approved without change,1/31/2025 0:00,1,2,2025,202203-2900-011,Discontinue,12/23/2024,12/23/2024,Approved,2024
2900-0682,VA,"Advertising, Sales, Enrollment Materials, and Candidate Handbooks; 38 CFR 21.4252(h)",Reinstatement with change of a previously approved collection,5/10/2022 0:00,8/9/2022 0:00,Approved without change,6/30/2025 0:00,1,0,2025,202201-2900-001,Discontinue,6/25/2025,6/25/2025,Approved,2025
2900-0795,VA,Barriers to Health Care for Women Veterans Survey,Reinstatement without change of a previously approved collection,12/14/2022 0:00,1/23/2023 0:00,Approved with change,5/31/2025 0:00,1,0,2025,202206-2900-019,Discontinue,5/23/2025,5/27/2025,Approved,2025
2900-0866,VA,Application for Veteran Employment through Technology Education Courses (VET TEC) High Technology Program (VA Form 22-0994),Reinstatement with change of a previously approved collection,6/23/2022 0:00,8/24/2022 0:00,Approved without change,2/28/2025 0:00,1,2,2025,202203-2900-012,Discontinue,2/10/2025,2/19/2025,Approved,2025
